respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift
0,0,1,13.142858,.222222,2.25,25,27.5
0,0,0,26.142857,.444444,2.25,10,13.75
0,0,0,103.85714,.222222,2.25,25,25
1,5,1,13.142858,1,2.25,5,5
1,10,0,77.14286,.5,2.5,10,9
1,10,0,65.428574,.30000001,2.5,10,15
0,0,0,120.14286,.30000001,2.5,5,18.333334
0,0,1,13.142858,.77777803,2.25,5,6.5
1,10,0,77.14286,.222222,2.25,10,10
0,0,0,143,.2,2.5,25,27.5
1,10,0,26.142857,.77777803,2.25,10,5.75
0,0,0,120.14286,.33333299,2.25,25,18.333334
0,0,1,26.142857,.444444,2.25,10,10
1,5,1,13.142858,1,2.5,5,5
0,0,0,77.14286,.5,2.5,10,11
0,0,0,26.142857,.555556,2.25,10,11
1,10,0,51.285713,.33333299,2.25,10,11.666667
0,0,1,13.142858,.5,2,25,16.25
1,10,0,51.285713,.5,2,10,10
1,5,0,143,.33333299,2.25,2,2
0,0,0,103.85714,.111111,2.25,10,10
0,0,0,129.14285,.33333299,2.25,5,5
0,0,0,129.14285,.33333299,2.25,5,5
0,0,0,103.85714,.111111,2.25,15,15
0,0,0,143,.222222,2.25,7,7
0,0,0,129.14285,.33333299,2.25,2,4
0,0,0,51.285713,.444444,2.25,2,2.75
0,0,0,129.14285,.222222,2.25,5,5
0,0,0,51.285713,.222222,2.25,5,5
0,0,0,143,.33333299,2.25,5,5
0,0,0,103.85714,.111111,2.25,10,10
0,0,0,65.428574,.222222,2.25,2,5
0,0,0,120.14286,.111111,2.25,10,10
0,0,0,51.285713,.111111,2.25,10,10
0,0,0,51.285713,.222222,2.25,5,5
0,0,0,129.14285,.111111,2.25,15,15
0,0,0,129.14285,.33333299,2.25,5,5
0,0,0,65.428574,.222222,2.25,10,10
1,2,1,13.142858,.88888901,2.25,2,2
1,2,1,13.142858,.77777803,2.25,2,2
1,2,0,51.285713,.444444,2.25,2,2
0,0,0,51.285713,.444444,2.25,5,5
0,0,0,51.285713,.222222,2.25,10,10
0,0,0,65.428574,.222222,2.25,10,10
0,0,0,51.285713,.25,2,10,10
0,0,0,51.285713,.444444,2.25,5,4.5
0,0,0,143,.111111,2.25,15,15
0,0,0,51.285713,.444444,2.25,5,4.25
0,0,0,120.14286,.33333299,2.25,5,5
0,0,0,65.428574,.33333299,2.25,5,5
0,0,0,103.85714,.33333299,2.25,5,5
0,0,0,120.14286,.222222,2.25,5,7.5
1,5,0,103.85714,.222222,2.25,5,5
0,0,0,26.142857,.222222,2.25,5,7.5
0,0,0,103.85714,.444444,2.25,2,2
0,0,0,103.85714,.222222,2.25,5,5
0,0,1,13.142858,.57142901,1.75,100,43.75
0,0,1,13.142858,.57142901,1.75,50,37.5
1,50,1,13.142858,.42857099,1.75,50,33.333332
1,25,1,13.142858,1,1.75,25,28.5
1,50,0,26.142857,.42857099,1.75,50,50
1,50,1,51.285713,.625,2,50,40
1,25,1,26.142857,.875,2,25,28.5
1,50,1,51.285713,1,2,25,21.25
1,20,1,26.142857,1,2,30,23.75
1,2,1,13.142858,1,2.25,2,2
1,50,0,103.85714,.375,2,50,50
1,100,1,26.142857,.375,2,100,58.333332
0,0,1,51.285713,1,2,25,25
1,25,0,26.142857,.85714298,1.75,25,21.666666
0,0,1,13.142858,.57142901,1.75,40,43.75
1,25,1,13.142858,.75,2,25,25
1,25,0,39.285713,.75,2,25,25
1,50,1,51.285713,.875,2,30,30.75
1,50,1,51.285713,.75,2,40,34.166668
0,0,0,195,.111111,2.25,7,7
1,50,1,51.285713,.75,2,50,83.333336
0,0,0,51.285713,.42857099,1.75,200,133.33333
0,0,0,51.285713,.444444,2.25,5,5
0,0,0,103.85714,.33333299,2.25,2,2
0,0,1,13.142858,.66666698,2.25,1,1
0,0,0,65.428574,.111111,2.25,5,5
0,0,0,65.428574,.111111,2.25,4,4
1,10,0,143,.285714,1.75,10000,5005
1,50,1,13.142858,.57142901,1.75,50,50
1,100,1,26.142857,.85714298,1.75,50,58.333332
1,50,1,51.285713,1,2,25,31.25
1,150,0,51.285713,.142857,1.75,150,150
1,100,1,13.142858,.42857099,1.75,100,100
0,0,0,51.285713,.5,2,100,100
1,50,1,51.285713,.875,2,50,44.25
1,50,1,51.285713,.5,2,50,62.5
0,0,0,103.85714,.222222,2.25,5,3.5
0,0,0,143,.222222,2.25,10,10
0,0,1,13.142858,.222222,2.25,10,12.5
0,0,0,143,.222222,2.25,10,10
1,2,0,51.285713,.444444,2.25,2,4.75
0,0,0,51.285713,.222222,2.25,10,10
0,0,1,13.142858,.444444,2.25,7,6
0,0,0,51.285713,.444444,2.25,5,5.5
1,7,0,65.428574,.222222,2.25,5,7.5
0,0,0,143,.33333299,2.25,2,7.3333335
0,0,0,129.14285,.222222,2.25,12,11
0,0,0,65.428574,.33333299,2.25,7,7
0,0,0,129.14285,.222222,2.25,10,10
1,2,1,13.142858,1,2,2,2
1,5,0,51.285713,.444444,2.25,5,5
0,0,1,13.142858,.222222,2.25,10,10
0,0,0,103.85714,.33333299,2.25,10,6.6666665
0,0,0,143,.222222,2.25,10,10
0,0,1,13.142858,.222222,2.25,10,10
0,0,0,129.14285,.222222,2.25,10,10
0,0,0,65.428574,.111111,2.25,25,25
0,0,0,143,.33333299,2.25,10,8.333333
0,0,0,51.285713,.57142901,1.75,25,31.25
0,0,1,13.142858,.222222,2.25,15,12.5
0,0,1,13.142858,.5,2,5,5
0,0,0,65.428574,.222222,2.25,10,10
1,5,1,13.142858,.444444,2.25,5,5
0,0,0,103.85714,.111111,2.25,25,25
0,0,0,143,.111111,2.25,25,25
0,0,0,65.428574,.555556,2.25,5,5
1,5,0,65.428574,.33333299,2.25,5,6.6666665
0,0,0,158,.111111,2.25,25,25
0,0,0,65.428574,.111111,2.25,25,25
0,0,0,143,.33333299,2.25,10,8.333333
0,0,0,51.285713,.555556,2.25,5,5
1,5,1,13.142858,.444444,2.25,5,5
0,0,0,195,.111111,2.25,25,25
0,0,0,51.285713,.555556,2.25,5,5
0,0,1,13.142858,.555556,2.25,5,5
0,0,0,120.14286,.222222,2.25,10,10
0,0,0,143,.33333299,2.25,5,6.6666665
0,0,0,143,.222222,2.25,10,10
0,0,0,129.14285,.222222,2.25,10,10
0,0,0,143,.33333299,2.25,10,6.6666665
0,0,0,103.85714,.222222,2.25,10,10
0,0,0,129.14285,.222222,2.25,10,10
0,0,0,143,.222222,2.25,10,10
0,0,0,26.142857,.444444,2.25,5,5
0,0,0,51.285713,.222222,2.25,10,10
0,0,0,90,.444444,2.25,5,5
0,0,0,65.428574,.71428603,1.75,25,30
0,0,0,51.285713,.444444,2.25,5,5
0,0,0,65.428574,.222222,2.25,10,10
0,0,0,51.285713,.444444,2.25,5,5
0,0,0,143,.222222,2.25,10,10
0,0,0,143,.222222,2.25,10,10
0,0,0,103.85714,.222222,2.25,10,10
0,0,0,129.14285,.222222,2.25,10,10
0,0,0,129.14285,.222222,2.25,10,10
0,0,0,143,.222222,2.25,10,10
0,0,0,65.428574,.222222,2.25,10,10
0,0,0,143,.222222,2.25,10,10
0,0,1,13.142858,.444444,2.25,5,5
1,5,0,65.428574,.375,2,5,5
0,0,0,65.428574,.222222,2.25,10,10
0,0,0,103.85714,.111111,2.25,20,20
0,0,0,143,.222222,2.25,10,10
0,0,1,13.142858,.33333299,2.25,10,6.6666665
0,0,0,143,.222222,2.25,10,10
0,0,0,129.14285,.222222,2.25,10,10
0,0,0,143,.222222,2.25,10,10
0,0,0,51.285713,.222222,2.25,10,10
0,0,1,13.142858,.444444,2.25,5,5
0,0,0,103.85714,.222222,2.25,10,10
0,0,0,120.14286,.222222,2.25,10,10
0,0,1,13.142858,.25,2,10,10
0,0,0,103.85714,.222222,2.25,10,10
0,0,0,51.285713,.222222,2.25,10,10
1,30,0,26.142857,.42857099,1.75,50,41.666668
0,0,0,103.85714,.27272701,2.75,10,8.333333
0,0,0,103.85714,.85714298,1.75,10,8
0,0,0,51.285713,.25,2,30,27.5
0,0,1,51.285713,.375,2,25,20
1,10,1,13.142858,.75,2,10,8.333333
1,10,1,51.285713,.625,2,10,10
1,5,1,51.285713,1,2,5,6.8333335
0,0,1,13.142858,.71428603,1.75,10,10
1,10,1,26.142857,.625,2,10,10
1,15,0,65.428574,.375,2,15,13.333333
0,0,0,39.285713,.57142901,1.75,10,11.25
1,25,0,65.428574,.25,2,25,17.5
0,0,0,103.85714,.285714,1.75,15,20
1,10,1,13.142858,.71428603,1.75,10,9
1,10,1,26.142857,.5,2,10,11.25
1,10,1,26.142857,.71428603,1.75,10,9
1,15,0,26.142857,.5,2,10,10
0,0,1,13.142858,.71428603,1.75,10,10
1,20,0,51.285713,.285714,1.75,20,20
0,0,1,13.142858,.42857099,1.75,15,21.666666
1,10,1,13.142858,.625,2,10,11
0,0,0,77.14286,.42857099,1.75,25,20
0,0,1,13.142858,.75,2,10,9
0,0,0,26.142857,.42857099,1.75,15,21.666666
1,10,0,26.142857,.625,2,10,11
0,0,0,120.14286,.375,2,25,21.666666
1,15,1,13.142858,.42857099,1.75,20,16.666666
1,15,1,13.142858,.625,2,10,10
1,10,1,13.142858,.625,2,10,10
1,10,1,26.142857,.71428603,1.75,10,9
1,10,1,13.142858,.625,2,10,10
0,0,1,13.142858,.85714298,1.75,10,10
0,0,0,90,.285714,1.75,25,25
0,0,0,26.142857,.57142901,1.75,15,15
0,0,0,39.285713,.57142901,1.75,10,10
1,25,1,13.142858,.285714,1.75,10,17.5
1,15,1,13.142858,.625,2,15,7.4000001
0,0,1,13.142858,.85714298,1.75,10,9
0,0,0,158,.111111,2.25,25,25
0,0,0,168.42857,.25,2,25,25
1,10,0,26.142857,.5,2,10,10
0,0,0,65.428574,.25,2,25,25
1,10,0,51.285713,.42857099,1.75,10,10
0,0,0,158,.125,2,50,50
0,0,0,158,.125,2,50,50
0,0,0,51.285713,.285714,1.75,30,20
0,0,0,77.14286,.5,2,15,12.5
1,10,1,26.142857,.75,2,10,10
0,0,0,103.85714,.25,2,25,25
0,0,0,158,.125,2,50,50
1,10,0,51.285713,.5,2,10,10
1,15,1,13.142858,.25,2,25,17.5
1,10,1,51.285713,.5,2,10,10
1,10,0,51.285713,.5,2,10,10
0,0,0,143,.125,2,50,50
0,0,1,13.142858,.625,2,10,10
0,0,0,65.428574,.25,2,25,25
0,0,0,103.85714,.285714,1.75,25,25
0,0,0,39.285713,.71428603,1.75,10,10
0,0,1,13.142858,.285714,1.75,25,25
1,10,1,13.142858,.85714298,1.75,10,8.333333
0,0,0,26.142857,.71428603,1.75,10,10
0,0,0,90,.285714,1.75,25,25
1,10,0,51.285713,.57142901,1.75,10,10
0,0,0,90,.285714,1.75,25,25
0,0,0,77.14286,.285714,1.75,25,25
0,0,1,13.142858,.57142901,1.75,10,10
0,0,0,77.14286,.285714,1.75,25,25
0,0,0,51.285713,.25,2,25,25
0,0,0,103.85714,.25,2,25,25
0,0,0,143,.111111,2.25,50,50
0,0,0,103.85714,.222222,2.25,25,25
1,15,0,51.285713,.375,2,15,11.666667
0,0,0,103.85714,.25,2,25,25
0,0,0,51.285713,.285714,1.75,25,25
1,10,1,26.142857,.75,2,7,9.333333
1,25,1,26.142857,.75,2,25,20
0,0,0,26.142857,.285714,1.75,20,35
1,10,1,13.142858,1,1.75,10,10
1,25,0,51.285713,.42857099,1.75,25,20
0,0,0,103.85714,.42857099,1.75,25,25
0,0,0,51.285713,.5,2,25,25
1,15,1,13.142858,.71428603,1.75,15,13
1,15,0,26.142857,.71428603,1.75,10,13
1,10,1,51.285713,.875,2,10,12.166667
1,10,1,13.142858,1,1.75,10,10
1,10,0,26.142857,.85714298,1.75,10,10
1,25,0,51.285713,.285714,1.75,25,32.5
0,0,0,77.14286,.142857,1.75,100,100
1,20,1,13.142858,.5,2,15,16.25
0,0,0,103.85714,.5,2,25,21.25
1,10,1,13.142858,.85714298,1.75,15,10.833333
1,10,1,13.142858,.85714298,1.75,10,10
1,10,1,13.142858,.85714298,1.75,10,10
0,0,0,51.285713,.42857099,1.75,25,25
1,25,0,51.285713,.42857099,1.75,25,25
1,5,0,103.85714,.444444,2.25,5,5
1,25,1,51.285713,.5,2,25,25
1,15,1,51.285713,.75,2,15,16.666666
1,10,1,13.142858,1,1.75,10,10
1,25,0,26.142857,.42857099,1.75,30,26.666666
0,0,1,13.142858,.71428603,1.75,25,25
1,25,0,51.285713,.375,2,25,33.333332
0,0,0,26.142857,.42857099,1.75,50,41.666668
0,0,0,77.14286,.625,2,25,25
1,25,0,51.285713,.42857099,1.75,25,25
1,30,0,65.428574,.375,2,30,30
1,10,1,13.142858,.85714298,1.75,10,13.333333
0,0,1,51.285713,.5,2,25,28.75
1,15,1,13.142858,.71428603,1.75,15,14
0,0,0,26.142857,.75,2,15,18.333334
1,20,1,51.285713,.625,2,20,18
0,0,0,51.285713,.5,2,35,27.5
1,10,1,13.142858,.85714298,1.75,10,10
1,15,1,13.142858,.71428603,1.75,10,13
1,25,1,26.142857,.625,2,5,9
0,0,1,13.142858,.42857099,1.75,25,25
1,15,0,51.285713,.625,2,15,12
1,25,0,65.428574,.25,2,25,25
1,15,1,13.142858,.57142901,1.75,15,15
1,15,1,51.285713,.875,2,10,8.5
1,25,0,195,.125,2,50,50
1,25,0,51.285713,.25,2,25,25
0,0,0,77.14286,.42857099,1.75,25,21.666666
1,25,1,51.285713,1,2,25,15.666667
0,0,0,51.285713,.285714,1.75,25,37.5
0,0,0,120.14286,.25,2,50,37.5
0,0,0,158,.125,2,71,71
1,10,1,13.142858,.71428603,1.75,10,10
1,25,0,51.285713,.33333299,2.25,10,15
1,10,1,13.142858,.71428603,1.75,10,10
1,10,1,51.285713,.75,2,10,10
1,25,0,51.285713,.25,2,25,25
0,0,1,13.142858,.71428603,1.75,10,10
0,0,1,13.142858,.71428603,1.75,10,16
1,20,0,51.285713,.5,2,20,15
1,10,1,51.285713,.875,2,10,10
0,0,1,26.142857,.875,2,10,10
1,10,1,26.142857,.875,2,10,10
1,10,1,26.142857,.875,2,10,10
1,10,1,51.285713,.875,2,10,10
1,15,1,26.142857,.875,2,10,9.25
1,15,1,13.142858,.71428603,1.75,10,10
0,0,0,26.142857,.42857099,1.75,25,25
0,0,0,26.142857,.42857099,1.75,30,26.666666
0,0,1,13.142858,.42857099,1.75,25,25
1,10,1,51.285713,.875,2,10,10
1,25,0,51.285713,.285714,1.75,25,25
0,0,0,77.14286,.42857099,1.75,25,25
1,15,0,26.142857,.71428603,1.75,15,12
0,0,0,90,.285714,1.75,25,37.5
0,0,0,26.142857,.42857099,1.75,25,26.666666
0,0,0,65.428574,.111111,2.25,25,25
0,0,1,13.142858,.625,2,10,10
0,0,1,13.142858,.444444,2.25,5,6.25
0,0,0,51.285713,.444444,2.25,10,11.25
0,0,0,143,.33333299,2.25,10,15
1,5,0,26.142857,.875,2,5,5
0,0,0,26.142857,.222222,2.25,25,22.5
1,10,0,26.142857,.444444,2.25,10,8.75
0,0,0,103.85714,.5,2,10,8.75
1,10,0,65.428574,.444444,2.25,10,8.75
1,10,1,13.142858,.5,2,10,8.75
0,0,0,26.142857,.25,2,15,15
0,0,0,26.142857,.33333299,2.25,20,15
1,10,1,13.142858,.375,2,10,11.666667
0,0,1,13.142858,.555556,2.25,10,9
0,0,0,65.428574,.33333299,2.25,10,15
1,15,0,65.428574,.33333299,2.25,10,10
1,15,0,51.285713,.222222,2.25,15,15
0,0,0,26.142857,.555556,2.25,10,9
1,10,0,51.285713,.5,2,10,8.75
1,5,1,13.142858,.875,2,5,5
0,0,0,26.142857,.375,2,10,16.666666
1,10,0,26.142857,.375,2,10,10
0,0,0,51.285713,.5,2,15,12.5
1,10,0,26.142857,.5,2,5,8.75
0,0,0,26.142857,.5,2,10,10
1,10,0,51.285713,.444444,2.25,10,10
0,0,0,26.142857,.5,2,10,10
1,10,0,51.285713,.5,2,10,10
0,0,1,13.142858,.555556,2.25,10,10
0,0,0,26.142857,.25,2,25,25
1,10,0,51.285713,.444444,2.25,10,10
1,7,1,13.142858,.75,2,7,6.6666665
1,10,1,13.142858,.5,2,10,10
1,10,0,103.85714,.444444,2.25,10,10
0,0,1,13.142858,.5,2,10,10
1,15,1,13.142858,.375,2,15,11.666667
1,10,0,65.428574,.444444,2.25,10,10
0,0,0,26.142857,.66666698,2.25,7,7
0,0,0,26.142857,.77777803,2.25,10,6.5
1,10,0,65.428574,.33333299,2.25,10,10
0,0,1,13.142858,.444444,2.25,10,10
0,0,0,26.142857,.5,2,10,10
0,0,0,65.428574,.444444,2.25,10,10
1,25,0,129.14285,.222222,2.25,10,7.5
0,0,0,65.428574,.444444,2.25,10,10
0,0,0,51.285713,.444444,2.25,10,10
0,0,0,26.142857,.444444,2.25,10,10
0,0,0,77.14286,.444444,2.25,10,10
1,10,1,13.142858,.444444,2.25,10,10
1,5,0,26.142857,.75,2,5,5
0,0,0,51.285713,.444444,2.25,10,10
1,10,0,51.285713,.375,2,10,10
0,0,0,26.142857,.5,2,10,10
1,10,0,51.285713,.33333299,2.25,10,10
0,0,1,13.142858,.444444,2.25,10,10
1,10,0,51.285713,.33333299,2.25,10,10
0,0,0,120.14286,.444444,2.25,10,10
0,0,0,51.285713,.33333299,2.25,10,13.333333
0,0,1,13.142858,1,2.25,3,4.5
0,0,0,51.285713,.375,2,20,13.333333
0,0,0,26.142857,.5,2,10,10
0,0,0,77.14286,.222222,2.25,25,25
0,0,0,77.14286,.444444,2.25,10,10
0,0,0,26.142857,.444444,2.25,10,10
1,10,0,51.285713,.375,2,10,10
1,15,0,143,.25,2,10,12.5
1,10,0,51.285713,.375,2,10,10
0,0,0,120.14286,.444444,2.25,10,10
0,0,0,77.14286,.375,2,10,13.333333
0,0,1,13.142858,.444444,2.25,10,10
0,0,0,26.142857,.5,2,10,10
1,10,0,51.285713,.33333299,2.25,10,10
0,0,0,65.428574,.444444,2.25,10,10
0,0,0,51.285713,.444444,2.25,10,10
0,0,0,103.85714,.33333299,2.25,20,13.333333
1,5,0,26.142857,.875,2,5,4.5
0,0,1,13.142858,.625,2,10,10
0,0,1,13.142858,.30000001,2.5,10,10
1,10,0,51.285713,.444444,2.25,10,10
1,10,1,13.142858,.5,2,10,10
1,10,0,26.142857,.555556,2.25,10,10
1,10,0,26.142857,.555556,2.25,10,10
1,10,0,26.142857,.555556,2.25,10,10
0,0,1,13.142858,.66666698,2.25,10,10
1,10,0,26.142857,.555556,2.25,10,10
1,10,0,51.285713,.555556,2.25,10,10
0,0,0,65.428574,.33333299,2.25,25,20
1,10,0,26.142857,.5,2,10,10
1,15,0,51.285713,.5,2,15,11.25
1,10,0,51.285713,.555556,2.25,10,10
1,10,0,26.142857,.75,2,10,6.6666665
1,10,0,51.285713,.555556,2.25,10,10
1,10,0,26.142857,.555556,2.25,10,10
1,10,1,13.142858,.555556,2.25,10,10
1,15,0,51.285713,.444444,2.25,10,11.25
1,10,1,13.142858,.555556,2.25,10,10
0,0,1,13.142858,.66666698,2.25,10,10
0,0,0,65.428574,.444444,2.25,10,10
1,10,0,26.142857,.625,2,10,10
1,10,0,51.285713,.555556,2.25,10,10
0,0,1,13.142858,.75,2,10,9.166667
1,10,1,13.142858,.555556,2.25,10,10
1,10,1,13.142858,.625,2,10,10
0,0,1,13.142858,.625,2,10,10
1,15,0,26.142857,.375,2,15,15
1,10,1,13.142858,.5,2,10,10
1,10,0,26.142857,.555556,2.25,10,10
0,0,1,26.142857,.66666698,2.25,10,10
1,10,0,26.142857,.5,2,10,10
0,0,0,51.285713,.33333299,2.25,25,20
0,0,0,51.285713,.33333299,2.25,20,20
1,10,1,13.142858,.5,2,10,10
1,10,1,13.142858,.625,2,10,10
1,10,0,26.142857,.555556,2.25,10,10
0,0,1,13.142858,.66666698,2.25,10,9.166667
0,0,0,103.85714,.33333299,2.25,15,18.333334
0,0,0,51.285713,.555556,2.25,10,10
1,10,0,51.285713,.444444,2.25,10,10
0,0,0,77.14286,.555556,2.25,10,10
1,10,0,51.285713,.5,2,10,10
1,10,0,51.285713,.5,2,10,10
0,0,1,13.142858,.5,2,10,12.5
0,0,0,65.428574,.222222,2.25,25,25
1,10,0,26.142857,.5,2,10,10
0,0,0,195,.222222,2.25,25,25
1,10,0,51.285713,.33333299,2.25,10,10
1,10,0,103.85714,.375,2,10,10
0,0,0,65.428574,.444444,2.25,15,12.5
0,0,0,143,.222222,2.25,25,25
1,10,0,26.142857,.444444,2.25,10,10
0,0,0,65.428574,.33333299,2.25,25,16.666666
1,10,0,103.85714,.5,2,10,10
0,0,0,129.14285,.111111,2.25,50,50
0,0,0,51.285713,.25,2,25,25
0,0,0,26.142857,.5,2,10,10
0,0,0,51.285713,.444444,2.25,15,13.75
1,10,0,51.285713,.5,2,10,10
0,0,0,65.428574,.555556,2.25,10,10
1,10,0,51.285713,.444444,2.25,10,10
1,15,0,51.285713,.375,2,15,13.333333
0,0,0,103.85714,.375,2,10,13.333333
1,10,0,26.142857,.555556,2.25,10,9
1,15,0,168.42857,.25,2,10,12.5
1,10,0,26.142857,.75,2,10,7
1,10,0,77.14286,.5,2,10,10
0,0,0,51.285713,.5,2,10,10
0,0,0,51.285713,.5,2,10,10
1,20,0,103.85714,.222222,2.25,20,15
0,0,0,39.285713,.625,2,10,10
0,0,0,143,.222222,2.25,25,25
1,10,0,77.14286,.444444,2.25,10,10
0,0,0,77.14286,.555556,2.25,10,10
0,0,1,13.142858,.33333299,2.25,25,18.333334
0,0,1,13.142858,.5,2,10,10
0,0,0,51.285713,.33333299,2.25,10,8.333333
0,0,0,51.285713,.33333299,2.25,10,10
0,0,0,26.142857,.33333299,2.25,10,10
1,10,0,103.85714,.222222,2.25,10,10
0,0,0,51.285713,.33333299,2.25,10,10
0,0,0,51.285713,.33333299,2.25,10,10
1,10,0,143,.222222,2.25,10,10
0,0,0,26.142857,.75,2,5,5
0,0,0,129.14285,.33333299,2.25,10,10
0,0,0,65.428574,.33333299,2.25,10,10
0,0,0,120.14286,.222222,2.25,15,15
0,0,0,65.428574,.33333299,2.25,10,10
0,0,0,129.14285,.33333299,2.25,10,10
0,0,0,51.285713,.444444,2.25,10,7.5
1,10,0,103.85714,.25,2,10,10
0,0,0,103.85714,.33333299,2.25,10,10
0,0,0,143,.25,2,10,10
0,0,0,129.14285,.222222,2.25,15,15
0,0,0,51.285713,.33333299,2.25,10,10
0,0,0,103.85714,.33333299,2.25,10,10
0,0,0,168.42857,.222222,2.25,15,15
0,0,0,26.142857,.375,2,10,10
0,0,0,77.14286,.33333299,2.25,10,10
0,0,0,103.85714,.33333299,2.25,10,10
1,10,1,13.142858,.25,2,10,10
0,0,1,13.142858,.375,2,10,10
0,0,1,13.142858,.375,2,10,10
0,0,0,103.85714,.33333299,2.25,10,10
0,0,0,103.85714,.33333299,2.25,10,10
1,10,0,129.14285,.222222,2.25,10,10
0,0,0,51.285713,.555556,2.25,5,6
0,0,0,65.428574,.33333299,2.25,10,10
0,0,0,65.428574,.33333299,2.25,10,10
0,0,0,143,.33333299,2.25,10,10
0,0,0,103.85714,.33333299,2.25,10,10
0,0,0,26.142857,.33333299,2.25,10,10
0,0,0,65.428574,.33333299,2.25,10,10
0,0,0,26.142857,.25,2,10,15
1,10,1,13.142858,.625,2,10,10
0,0,0,103.85714,.222222,2.25,10,12.5
0,0,0,103.85714,.111111,2.25,25,25
0,0,0,129.14285,.33333299,2.25,5,8.333333
0,0,0,51.285713,.33333299,2.25,10,8.333333
1,5,0,26.142857,.444444,2.25,5,5
0,0,0,26.142857,.444444,2.25,10,6.25
0,0,0,103.85714,.222222,2.25,10,12.5
0,0,0,129.14285,.111111,2.25,25,25
0,0,0,143,.33333299,2.25,10,10
0,0,0,143,.33333299,2.25,10,8.333333
0,0,0,26.142857,.625,2,5,5
1,5,0,26.142857,.444444,2.25,5,5
1,5,1,13.142858,.444444,2.25,5,5
0,0,0,103.85714,.111111,2.25,25,25
0,0,0,120.14286,.111111,2.25,25,25
0,0,0,103.85714,.111111,2.25,25,25
0,0,0,129.14285,.222222,2.25,10,12.5
1,10,0,129.14285,.222222,2.25,10,7.5
0,0,0,143,.33333299,2.25,10,10
1,2,1,13.142858,.875,2,2,3.5
0,0,0,26.142857,.5,2,7,7
0,0,0,143,.33333299,2.25,10,10
0,0,0,143,.33333299,2.25,10,10
1,5,0,26.142857,.555556,2.25,5,5
0,0,0,143,.33333299,2.25,10,10
0,0,1,13.142858,.66666698,2.25,5,5
0,0,0,51.285713,.33333299,2.25,10,10
0,0,0,51.285713,.33333299,2.25,10,8.333333
0,0,0,51.285713,.444444,2.25,7,7
0,0,0,26.142857,.625,2,5,5
0,0,0,65.428574,.444444,2.25,10,6.75
1,5,0,51.285713,.555556,2.25,5,4.4000001
0,0,1,13.142858,.5,2,5,6.25
0,0,0,51.285713,.222222,2.25,10,12.5
0,0,0,103.85714,.222222,2.25,15,12.5
0,0,0,103.85714,.444444,2.25,5,7.5
1,5,1,13.142858,.555556,2.25,5,5
0,0,0,26.142857,.5,2,10,10
0,0,0,65.428574,.33333299,2.25,10,10
0,0,0,26.142857,.77777803,2.25,5,5
0,0,0,143,.222222,2.25,10,17.5
0,0,0,51.285713,.25,2,15,12.5
1,10,0,51.285713,.444444,2.25,7,7.25
0,0,0,103.85714,.555556,2.25,7,7.599998
0,0,1,13.142858,.5,2,7,9.25
1,10,0,51.285713,.555556,2.25,5,5.4000001
0,0,1,13.142858,.875,2,2,4.8333335
1,10,0,26.142857,.375,2,10,8.333333
0,0,1,13.142858,.444444,2.25,10,8.75
1,5,1,39.285713,.77777803,2.25,5,5
0,0,0,143,.222222,2.25,25,17.5
0,0,0,77.14286,.30000001,2.5,10,11.666667
0,0,1,13.142858,.375,2,10,11.666667
0,0,0,120.14286,.33333299,2.25,10,11.666667
0,0,0,103.85714,.222222,2.25,15,17.5
1,10,0,51.285713,.375,2,10,10
0,0,0,51.285713,.444444,2.25,10,10
0,0,0,129.14285,.111111,2.25,25,25
0,0,0,77.14286,.5,2,10,10
1,10,0,77.14286,.33333299,2.25,10,10
1,10,0,26.142857,.33333299,2.25,10,8.333333
0,0,1,13.142858,.5,2,10,10
1,5,1,13.142858,.875,2,5,5
0,0,0,51.285713,.444444,2.25,10,10
0,0,0,129.14285,.33333299,2.25,10,13.333333
1,10,0,65.428574,.375,2,10,10
1,10,0,51.285713,.375,2,10,10
0,0,0,26.142857,.25,2,25,20
1,10,1,13.142858,.33333299,2.25,10,10
1,10,0,51.285713,.375,2,10,10
1,10,0,51.285713,.375,2,10,10
1,10,0,65.428574,.375,2,10,10
1,10,0,129.14285,.33333299,2.25,10,10
1,10,0,77.14286,.33333299,2.25,10,10
0,0,0,103.85714,.33333299,2.25,10,11.666667
0,0,0,143,.222222,2.25,10,17.5
0,0,0,51.285713,.555556,2.25,5,6
1,5,0,103.85714,.444444,2.25,5,6.75
0,0,0,51.285713,.444444,2.25,10,7.5
0,0,1,13.142858,.444444,2.25,10,8.75
0,0,1,13.142858,.5,2,10,8.5
1,3,0,26.142857,.5,2,10,7.5
1,5,0,51.285713,.555556,2.25,5,5.4000001
1,5,1,13.142858,.75,2,3,3.6666667
1,10,1,13.142858,.555556,2.25,5,4.4000001
1,10,0,65.428574,.33333299,2.25,10,10
1,5,0,26.142857,.75,2,5,4.3333335
0,0,0,26.142857,.444444,2.25,10,8.75
0,0,0,120.14286,.33333299,2.25,10,10
0,0,0,65.428574,.375,2,5,8.333333
0,0,0,103.85714,.222222,2.25,15,15
0,0,0,51.285713,.33333299,2.25,10,10
0,0,0,26.142857,.33333299,2.25,10,10
0,0,0,103.85714,.222222,2.25,15,17.5
1,10,1,13.142858,.555556,2.25,5,5
1,10,1,13.142858,.33333299,2.25,10,8.333333
