prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
80.5,.56,1439,1788,20,2036,0,7.6187425
65.099998,.17,861,1322,17,2380,0,7.7748556
95.699997,.079999998,134,140,15,161,0,5.0814042
99.199997,.02,122,123,36,301,1,5.7071104
100,.87,105,105,35,120,1,4.7874918
88.300003,.52999997,203,230,10,286,0,5.655992
100,2.49,119,119,12,291,1,5.6733232
100,2.52,396,396,13,429,0,6.0614572
100,.46000001,248,248,6,350,0,5.857933
92.599998,1.9,729,787,8,1028,0,6.9353704
57.599998,.37,345,599,8,1178,0,7.0715733
77.300003,.31999999,75,97,25,162,0,5.0875964
78,.33000001,78,100,25,165,0,5.1059456
94.400002,.81999999,1832,1941,29,2016,0,7.6088705
100,.77999997,153,153,8,309,1,5.7333412
69.199997,.37,229,331,5,401,0,5.9939613
100,1.9,499,499,11,43436,1,10.679044
94.800003,.079999998,184,194,32,221,1,5.3981628
100,.44,14869,14869,26,19591,0,9.8828259
100,.1,2242,2242,23,7196,0,8.8812809
79.699997,.13,165,207,27,236,0,5.4638319
83.599998,.56999999,17794,21283,10,32179,0,10.379069
100,.44,178,178,10,310,0,5.7365723
100,1.26,252,252,5,276,1,5.6204009
100,.95999998,105,105,20,154,1,5.0369525
93.900002,1.59,2001,2131,20,3287,1,8.0977306
100,.36000001,126,126,16,249,1,5.5174527
80.900002,.89999998,621,768,8,1591,0,7.372118
81.800003,.12,4934,6035,7,14694,1,9.5951948
100,1.05,375,375,8,655,1,6.4846354
88.099998,.69,207,235,23,295,0,5.6869755
100,.75999999,96,96,15,100,1,4.6051702
75.199997,.40000001,121,161,8,1301,0,7.1708884
82.5,1,3396,4115,6,6115,0,8.7185001
99.800003,2.53,449,450,11,662,1,6.4952655
98.800003,.41,160,162,23,167,0,5.1179938
48.900002,.12,200,409,10,2581,1,7.8559322
89.400002,.75999999,101,113,14,113,0,4.7273879
100,.30000001,135,135,34,237,1,5.46806
100,.70999998,122,122,18,149,1,5.0039463
100,.22,5899,5899,12,18200,0,9.8091764
67.099998,.2,2075,3093,6,9574,0,9.1668062
81.800003,.31,2018,2466,8,2776,0,7.9287663
75.400002,.80000001,184,244,8,1220,0,7.106606
59.599998,.16,895,1501,13,1770,0,7.478735
100,.44,889,889,8,2068,0,7.6343374
86.099998,.97000003,6824,7925,29,19754,0,9.8911114
54.200001,.43000001,846,1561,35,2208,0,7.6998425
56.299999,.43000001,672,1193,7,2743,0,7.9168077
94.800003,.27000001,128,135,11,136,0,4.9126549
94,.77999997,708,753,5,876,1,6.7753663
96.300003,.25999999,211,219,17,365,0,5.8998976
73.599998,.47999999,78,106,8,245,0,5.5012584
29,.25,152,524,8,633,0,6.4504704
100,1.34,257,257,7,291,1,5.6733232
95.699997,.75999999,4412,4608,31,40378,0,10.60604
73.5,.090000004,164,223,5,290,1,5.6698809
96.5,1.45,414,429,18,718,0,6.5764694
94.599998,.54000002,194,205,16,718,0,6.5764694
85.599998,2.9300001,740,864,15,3285,1,8.0971222
100,1.26,154,154,7,230,1,5.4380794
69.400002,.41999999,468,674,39,1136,1,7.0352688
97,.76999998,289,298,14,413,1,6.0234475
93.5,.69999999,1990,2128,18,2380,0,7.7748556
88.199997,.49000001,9596,10885,19,11666,0,9.3644342
100,.14,469,469,14,800,0,6.6846118
63,.49000001,269,427,5,427,0,6.0567842
54.900002,.02,374,681,9,681,1,6.5235624
100,.44999999,230,230,7,923,0,6.8276291
89.800003,1.01,469,522,18,781,1,6.6605749
100,1.16,83,83,10,88,1,4.4773369
73.800003,.20999999,149,202,12,310,1,5.7365723
93.800003,.74000001,767,818,8,1342,1,7.2019162
100,1.11,274,274,6,551,0,6.3117347
72,.30000001,201,279,7,628,1,6.4425402
92,.72000003,3431,3728,29,3806,0,8.2443342
100,.13,2345,2345,27,4467,1,8.4044724
100,.25,103,103,7,103,1,4.6347289
100,2.1700001,357,357,7,480,1,6.1737862
75.300003,.44999999,320,425,7,466,0,6.1441855
76.400002,.1,146,191,4,409,1,6.0137153
79.699997,.11,1567,1967,5,3780,0,8.2374792
85.099998,.66000003,5303,6233,24,7473,0,8.9190521
92.099998,.50999999,2358,2561,14,3806,0,8.2443342
100,1.08,233,233,7,306,1,5.7235851
99.599998,.56,946,950,35,1032,0,6.9392538
57.799999,.34999999,2382,4123,5,6875,0,8.8356466
100,3.6700001,51567,51567,19,77984,0,11.264259
100,.37,4144,4144,39,5108,1,8.5385628
100,.97000003,1511,1511,8,2168,1,7.6815605
56.200001,.14,599,1065,22,1065,0,6.9707303
98.599998,.1,1922,1950,7,2137,0,7.6671581
100,1.85,7665,7665,41,9761,0,9.1861506
100,.18000001,254,254,13,292,1,5.676754
100,.67000002,149,149,10,176,0,5.1704841
100,.67000002,109,109,33,511,0,6.2363696
100,1.87,274,274,16,325,1,5.7838254
85.699997,.19,873,1019,5,1362,0,7.2167096
93.5,.94,116,124,6,124,0,4.8202815
100,.2,123,123,20,131,1,4.8751974
100,2.28,1173,1173,38,1474,1,7.2957349
79.800003,.38999999,75,94,37,94,0,4.5432949
100,.67000002,107,107,24,107,1,4.6728287
57.599998,.07,182,316,9,824,0,6.7141705
86.900002,.50999999,226,260,31,260,1,5.5606818
86,.17,4534,5273,32,6093,0,8.7148962
100,.95999998,178,178,9,254,1,5.5373344
97.699997,.0099999998,212,217,8,463,0,6.1377273
96.800003,.37,1431,1479,9,1479,0,7.2991214
99.099998,3.73,218,220,7,291,0,5.6733232
52.299999,.47,114,218,6,305,0,5.7203116
63,.11,384,610,7,3894,1,8.2671919
74.300003,.36000001,575,774,5,1651,0,7.4091363
90.800003,.52999997,1881,2072,15,2072,0,7.6362696
87.400002,1.62,139,159,6,193,0,5.2626901
62.700001,.62,937,1495,8,2614,0,7.8686371
50.200001,.76999998,6218,12391,10,34854,0,10.458923
58.200001,.2,301,517,11,868,0,6.7661915
100,1.4400001,394,394,16,940,1,6.84588
49.599998,.029999999,282,568,7,6610,0,8.796339
73.5,.58999997,25007,34004,43,65471,0,11.089362
100,1.03,1610,1610,30,3680,1,8.2106676
100,.20999999,134,134,6,160,1,5.0751739
100,4.3699999,1250,1250,27,1250,0,7.130899
100,.70999998,549,549,39,639,1,6.4599047
100,.60000002,14087,14087,19,15464,0,9.6462698
100,.029999999,122,122,10,196,1,5.2781148
85.699997,.92000002,132,154,22,232,0,5.4467373
100,.31999999,312,312,9,365,1,5.8998976
95.099998,.2,195,205,13,230,1,5.4380794
67.300003,.50999999,111,165,15,165,0,5.1059456
100,.33000001,146,146,15,171,1,5.1416636
100,2.1099999,529,529,19,962,1,6.8690143
100,3.52,1024,1024,8,2439,1,7.7993436
75.900002,.11,630,830,7,1010,1,6.9177055
100,.28,6937,6937,31,15663,0,9.6590567
70.900002,.23,3586,5057,42,15245,0,9.6320066
100,.64999998,973,973,7,991,1,6.8987145
100,4,147,147,8,430,0,6.0637851
100,.27000001,357,357,19,749,1,6.6187391
100,.86000001,63,63,17,93,0,4.5325994
100,.38,146,146,17,147,1,4.9904327
57.700001,.33000001,150,260,7,344,1,5.8406415
86.300003,.57999998,3022,3500,8,11628,0,9.3611717
88.800003,.54000002,213,240,15,240,0,5.480639
64.400002,.41999999,65,101,15,101,0,4.6151204
86.300003,.33000001,5444,6306,8,10506,0,9.2597017
70,.11,175,250,6,465,0,6.1420374
94.199997,.85000002,97,103,5,115,0,4.7449322
100,.47,190,190,20,197,1,5.2832036
100,1.6799999,129,129,10,185,1,5.220356
74.300003,.090000004,202,272,5,352,0,5.8636312
85.800003,3.5,133,155,17,390,0,5.9661469
79.300003,.23999999,562,709,8,813,1,6.7007313
66.199997,.69999999,1017,1536,13,4343,1,8.3763208
41.5,.16,90,217,8,243,1,5.4930615
100,.49000001,131,131,11,153,1,5.0304379
67.300003,.74000001,222,330,13,423,1,6.0473723
57,.56,1415,2484,5,2484,0,7.8176255
57,.56,1415,2484,5,2484,0,7.8176255
85.800003,.75999999,163,190,11,193,1,5.2626901
51,.56999999,985,1932,6,6631,1,8.799511
95.699997,.34,379,396,19,2176,0,7.6852436
86.800003,.63999999,770,887,8,944,0,6.8501263
98.099998,.82999998,155,158,8,341,1,5.8318825
100,.34999999,229,229,12,439,0,6.0844994
100,.40000001,700,700,20,2872,1,7.9627638
30.5,.25,53,174,7,518,1,6.2499752
75.099998,.88,997,1327,5,1930,0,7.5652752
100,.55000001,101,101,6,105,1,4.6539602
95,.75,190,200,15,200,0,5.2983174
89.800003,.49000001,272,303,15,303,0,5.7137327
93.900002,.52999997,1038,1106,17,1160,0,7.0561752
61.099998,.34999999,88,144,7,144,1,4.9698133
100,.61000001,786,786,22,1016,1,6.9236288
85.300003,.41999999,475,557,6,2145,0,7.6708946
95.699997,.61000001,199,208,7,234,1,5.4553213
100,.81,250,250,5,483,1,6.1800165
100,.36000001,1543,1543,35,3867,1,8.2602339
93.699997,.50999999,59,63,7,78,1,4.356709
82.199997,.72000003,822,1000,8,1231,0,7.115582
90.5,.37,152,168,5,368,1,5.908083
100,.23999999,58,58,8,58,1,4.0604429
100,3.21,196,196,19,393,1,5.9738097
75.099998,.69,1429,1904,7,3245,1,8.0848703
96.099998,.93000001,1401,1458,7,1806,0,7.4988699
63,.44,648,1029,26,1616,1,7.3877091
44.700001,.16,123,275,16,942,1,6.8480053
83.5,.68000001,1378,1651,8,1671,0,7.4211774
100,.12,404,404,7,664,0,6.498282
100,.31,205,205,7,232,1,5.4467373
58.299999,.31,401,688,7,3357,0,8.118803
75.400002,.059999999,150,199,9,377,1,5.9322453
100,.44,153,153,6,231,1,5.4424176
90.199997,.62,184,204,7,495,0,6.2045579
96.099998,.66000003,1091,1135,5,1746,1,7.4650826
25.1,.63,104,414,6,630,1,6.4457197
80.400002,.60000002,501,623,25,2066,0,7.6333694
100,.090000004,155,155,8,251,0,5.5254531
95.300003,.34999999,81,85,12,296,0,5.6903596
100,1.11,941,941,5,2051,1,7.6260829
100,4.3800001,1050,1050,5,1601,1,7.3783836
60.400002,.41,162,268,6,968,1,6.8752322
84.699997,.37,133,157,9,187,0,5.2311087
78.199997,1.2,1016,1299,6,2812,1,7.9416513
100,.19,1614,1614,19,2419,1,7.7911096
100,.14,527,527,16,883,0,6.7833252
100,.19,596,596,6,859,0,6.7557688
100,.81,215,215,20,215,0,5.3706379
100,1.66,794,794,5,794,0,6.6770835
84.5,.36000001,142,168,6,3762,0,8.2327061
60.799999,.38,234,385,6,3762,0,8.2327061
82.099998,.51999998,366,446,9,564,0,6.3350544
98.800003,.5,158,160,7,290,1,5.6698809
84.599998,.44,154,182,6,3762,0,8.2327061
100,3.0799999,321,321,5,321,1,5.771441
100,.38,385,385,5,385,1,5.9532433
79.300003,.36000001,5390,6801,28,20419,0,9.924221
88.199997,.55000001,1335,1514,18,1572,0,7.3601041
89.900002,.28,1542,1715,19,7127,0,8.8716459
89.599998,.34,250,279,30,327,1,5.7899604
100,1.78,173,173,10,224,1,5.4116459
73,.88999999,100,137,21,157,1,5.0562458
100,1.08,243,243,20,244,1,5.4971681
100,1.24,159,159,7,275,1,5.6167712
98.300003,.34,1401,1425,27,2619,0,7.8705478
100,.82999998,128,128,24,176,1,5.1704841
100,.18000001,334,334,7,482,0,6.1779442
100,.82999998,171,171,10,268,1,5.5909872
90.800003,.5,177,195,16,247,1,5.5093884
72.5,.89999998,153,211,16,673,0,6.5117455
71.5,.38,241,337,7,580,0,6.363028
100,.88,266,266,7,560,1,6.3279366
90.400002,.34,123,136,7,167,1,5.1179938
79.199997,.34999999,282,356,7,438,0,6.0822191
95.699997,.60000002,110,115,8,194,0,5.267858
93.300003,.72000003,750,804,8,1980,0,7.5908523
80.199997,.17,93,116,7,135,1,4.9052749
96.599998,.46000001,338,350,8,1135,0,7.0343881
73.900002,.18000001,283,383,7,509,0,6.2324481
96,.19,9270,9655,18,10156,0,9.2258196
64.400002,.13,530,823,5,1615,0,7.3870902
69.599998,.16,546,785,15,1715,0,7.4471684
69.900002,.44999999,95,136,9,214,0,5.3659759
80,.40000001,220,275,16,325,0,5.7838254
87.300003,.55000001,96,110,7,139,0,4.934474
100,.70999998,135,135,11,179,1,5.187386
58,.07,94,162,14,162,0,5.0875964
100,.74000001,244,244,21,278,1,5.6276212
74.800003,.38999999,178,238,7,312,1,5.7430034
100,.38999999,2848,2848,24,14884,1,9.6080418
82.900002,.74000001,175,211,14,2598,1,7.8624973
100,.30000001,195,195,8,310,1,5.7365723
100,.15000001,180,180,7,180,0,5.1929569
100,1.02,798,798,7,2191,0,7.6921134
100,2,111,111,15,163,1,5.09375
81.5,.44,462,567,14,2662,1,7.8868332
65.599998,1,897,1368,10,1433,0,7.2675252
100,2.26,1163,1163,10,1433,0,7.2675252
46.900002,.94999999,206,439,8,506,1,6.2265368
79.199997,.41,1497,1890,23,2552,0,7.8446326
100,.76999998,126,126,19,158,1,5.0625949
53.299999,.97000003,2156,4048,15,6197,1,8.7318201
77.300003,.15000001,1395,1805,20,2375,0,7.7727528
77.900002,.63,109,140,7,1134,1,7.0335064
61.799999,.090000004,320,518,8,688,0,6.5337887
84.099998,.20999999,1335,1588,9,2467,1,7.8107581
100,.38999999,197,197,7,323,0,5.7776523
100,.41999999,128,128,9,166,1,5.1119876
89.900002,.36000001,349,388,7,408,0,6.0112672
100,.23999999,834,834,8,1023,0,6.9304948
100,3.0599999,247,247,6,674,1,6.5132303
100,.15000001,811,811,7,1840,1,7.5175209
79,.70999998,113,143,5,198,1,5.2882671
100,.23,87,87,11,157,1,5.0562458
89.199997,.91000003,190,213,21,250,1,5.521461
100,.49000001,241,241,12,281,1,5.6383548
100,.33000001,1509,1509,9,2570,0,7.8516612
100,.13,452,452,8,786,1,6.6669569
100,.25999999,150,150,11,150,0,5.0106354
50.900002,1.92,112,220,9,282,1,5.6419072
74.099998,.33000001,537,725,8,1117,0,7.0184016
100,2.1800001,730,730,9,847,1,6.7417006
100,1.9400001,193,193,25,193,1,5.2626901
80.699997,.54000002,138,171,7,2002,0,7.601902
91.199997,.44,18794,20599,8,70969,0,11.169998
71.900002,.41999999,31800,44221,8,70969,0,11.169998
91.800003,.30000001,212,231,7,4549,0,8.4226627
100,3.74,340,340,7,1750,1,7.467371
20.1,.2,283,1408,5,1408,1,7.2499256
100,2,188,188,13,195,1,5.2729998
78.699997,.47999999,2780,3533,19,4158,0,8.3327894
92.300003,.33000001,854,925,23,1277,0,7.1522689
86,4.6300001,584,679,7,869,0,6.767343
100,.70999998,92,92,30,111,1,4.7095304
100,.66000003,142,142,7,186,1,5.2257466
90.099998,.11,649,720,20,1733,1,7.4576092
91.5,.81999999,355,388,25,456,1,6.1224928
100,.38999999,441,441,9,708,0,6.5624442
72.5,.86000001,1376,1898,20,2247,0,7.7173514
82.800003,.56999999,202,244,7,301,0,5.7071104
48.900002,.99000001,331,677,10,677,1,6.5176711
100,3.4000001,165,165,14,174,1,5.1590552
100,.19,322,322,7,454,0,6.1180973
100,1.37,107,107,17,145,1,4.9767337
86.199997,.41,581,674,6,1380,0,7.2298388
75.699997,.20999999,171,226,7,305,0,5.7203116
100,.30000001,182,182,7,182,0,5.2040067
100,.91000003,188,188,7,216,1,5.3752785
100,.52999997,109,109,8,177,1,5.1761498
100,.31999999,408,408,8,548,0,6.3062754
65.300003,.38999999,252,386,8,604,1,6.403574
100,1.5599999,1203,1203,44,2304,0,7.7424021
85.5,.30000001,2291,2679,19,5819,0,8.6688833
20.6,.039999999,1151,5586,7,5819,0,8.6688833
89.800003,.41999999,336,374,7,1081,0,6.985642
83.800003,.41999999,325,388,7,583,0,6.368187
100,.47999999,6888,6888,48,7830,0,8.9657173
53.799999,.44999999,820,1524,8,2629,0,7.8743587
61.200001,.2,290,474,5,818,0,6.7068624
100,.80000001,148,148,11,193,0,5.2626901
100,.14,221,221,8,234,1,5.4553213
48.200001,.11,520,1079,5,2071,0,7.635787
66.300003,.41999999,450,679,7,759,0,6.6320019
69.900002,.54000002,1817,2600,8,4270,1,8.3593693
100,.38,175,175,37,511,1,6.2363696
100,.66000003,96,96,7,132,1,4.882802
100,.61000001,186,186,6,260,1,5.5606818
78,.27000001,184,236,5,274,1,5.6131282
100,.51999998,259,259,12,484,1,6.182085
50,.41,168,336,15,478,1,6.1696105
100,.56999999,2567,2567,5,6500,0,8.7795572
100,4.3499999,127,127,15,230,1,5.4380794
100,3.46,100,100,20,201,0,5.3033047
100,.72000003,132,132,16,234,1,5.4553213
100,1.02,268,268,8,457,1,6.1246834
100,1.4400001,78,78,10,528,1,6.2690964
100,.62,136,136,16,379,0,5.9375362
100,.25,214,214,11,242,0,5.4889379
88,.43000001,16236,18442,7,30308,0,10.319167
99.699997,.57999998,301,302,8,478,1,6.1696105
59.900002,.17,124,207,7,389,1,5.9635792
100,3.71,8449,8449,7,21963,1,9.9971142
59.599998,.52999997,161,270,5,820,0,6.7093043
100,1.21,126,126,9,232,1,5.4467373
100,.25,970,970,26,1030,0,6.937314
100,.55000001,238,238,6,371,1,5.9162021
100,1,105,105,7,122,1,4.8040209
100,.16,166,166,7,346,1,5.8464389
68.900002,.12,73,106,6,125,1,4.8283138
79,.20999999,147,186,7,205,0,5.32301
87,.62,100,115,7,124,1,4.8202815
100,.34,281,281,7,656,1,6.4861608
95.900002,.50999999,4394,4584,24,5105,0,8.5379753
77.199997,.17,404,523,6,645,0,6.4692502
100,1.24,79,79,7,1090,0,6.9939332
100,1.13,48777,48777,7,144387,0,11.880253
91.699997,.43000001,199,217,5,356,0,5.8749309
77.699997,.47999999,87,112,34,146,1,4.9836068
100,.43000001,349,349,7,555,0,6.3189683
8.8000002,.5,142,1605,14,2215,0,7.7030077
60.900002,.37,978,1605,8,2215,0,7.7030077
100,1.6900001,289,289,28,497,0,6.20859
100,2.3599999,207,207,5,226,1,5.4205351
100,1.5,284,284,9,321,1,5.771441
62.599998,.38999999,555,886,5,1201,0,7.09091
100,.18000001,113,113,9,186,0,5.2257466
100,1.0700001,748,748,20,931,1,6.8362594
65.5,.46000001,525,802,7,822,0,6.7117405
99,.14,307,310,15,1077,1,6.9819345
78.5,1.11,299,381,5,531,1,6.2747622
100,1.73,107,107,7,237,1,5.46806
100,.52999997,98,98,18,111,1,4.7095304
97,.16,96,99,7,121,1,4.7957907
89.900002,.38999999,321,357,8,587,1,6.3750248
77.900002,.47999999,116,149,6,184,0,5.2149358
100,.66000003,65,65,33,80,0,4.3820267
100,.41,105,105,13,166,1,5.1119876
73.400002,.28,259,353,6,424,0,6.0497336
100,1.8,165,165,8,219,1,5.3890719
100,.74000001,272,272,8,555,0,6.3189683
89,.76999998,1896,2130,29,2774,0,7.9280457
64.699997,.07,311,481,7,1181,0,7.0741167
100,.67000002,220,220,6,220,1,5.3936276
89.400002,.37,447,500,5,544,0,6.2989492
78.699997,.12,573,728,6,769,0,6.6450911
76.900002,.40000001,681,885,8,1941,0,7.5709586
64.599998,.28,747,1157,7,3018,1,8.0123501
78.800003,1.15,178,226,20,451,1,6.1114674
100,.5,131,131,17,160,1,5.0751739
83.900002,.41,1787,2129,27,2312,0,7.7458682
100,.1,182,182,11,183,1,5.209486
43.599998,.1,3464,7948,8,13072,0,9.4782276
95.400002,.30000001,187,196,7,235,0,5.4595857
95.800003,.31999999,182,190,5,261,1,5.5645204
100,.69,134,134,8,169,1,5.1298985
73.5,.17,114,155,6,332,0,5.8051348
100,.68000001,394,394,45,420,0,6.0402546
91.300003,.31999999,158,173,21,628,1,6.4425402
82.599998,4.1300001,90,109,6,383,1,5.9480348
100,.72000003,115,115,32,518,0,6.2499752
63.400002,.090000004,4877,7696,9,12539,0,9.4365988
50.299999,.1,1110,2208,5,3928,0,8.2758856
100,.14,283,283,7,354,0,5.869297
93.699997,.44999999,208,222,16,419,0,6.0378709
99.099998,1.46,111,112,37,199,1,5.2933049
93.099998,.27000001,764,821,15,3463,0,8.1498909
67.599998,.20999999,3188,4716,15,6489,0,8.7778635
73.400002,.18000001,370,504,7,628,0,6.4425402
85,.37,713,839,27,976,0,6.8834624
77,.41999999,3357,4357,37,11120,0,9.3165007
90.400002,.37,2305,2549,22,2549,0,7.8434563
37,.22,80,216,7,261,1,5.5645204
100,.94999999,576,576,7,705,1,6.558198
100,.88999999,531,531,6,1561,1,7.3530817
100,.28999999,278,278,12,2112,0,7.6553907
86.400002,.31999999,445,515,7,693,0,6.5410299
49.700001,.18000001,279,561,7,1162,0,7.057898
100,3.73,105,105,20,284,1,5.6489744
73,.37,27935,38276,27,53942,0,10.895664
83.5,.37,58811,70429,27,89177,0,11.398378
100,.15000001,110,110,30,182,1,5.2040067
100,.64999998,1268,1268,19,1921,0,7.5606012
100,.52999997,353,353,7,677,1,6.5176711
100,.19,1390,1390,7,1729,0,7.4552984
74,.31999999,368,497,7,608,0,6.4101748
100,.82999998,125,125,11,132,1,4.882802
72.699997,.81999999,112,154,16,224,0,5.4116459
75.5,.37,1058,1402,16,1760,0,7.4730692
72.599998,.51999998,191,263,17,744,0,6.612041
99.199997,.69,238,240,28,240,1,5.480639
100,.2,2239,2239,11,2291,0,7.7367435
82.599998,.33000001,314,380,8,1685,0,7.4295206
100,.37,132,132,19,138,0,4.9272537
98.900002,.64999998,90,91,7,231,1,5.4424176
89.800003,.36000001,1069,1190,11,3799,0,8.2424936
100,.28,113,113,9,3799,0,8.2424936
72.900002,.40000001,194,266,4,363,0,5.894403
100,2.1600001,529,529,30,680,0,6.5220928
85.300003,1.1799999,924,1083,8,26052,0,10.16785
96.400002,.31999999,400,415,11,1301,0,7.1708884
100,.28999999,206,206,8,205,1,5.32301
60.200001,.13,711,1182,8,1529,0,7.3323693
100,.66000003,126,126,5,168,1,5.1239638
76.199997,.41,179,235,7,1337,0,7.1981835
100,1.77,152,152,16,230,1,5.4380794
100,.94,356,356,9,366,1,5.9026332
89.599998,3.78,180,201,14,350,0,5.857933
71.599998,4.1799998,154,215,5,384,1,5.9506426
99.599998,1,280,281,14,328,1,5.7930136
100,.92000002,310,310,24,385,1,5.9532433
100,.56999999,2749,2749,21,6948,0,8.8462095
100,.28999999,322,322,20,388,1,5.9610052
82.5,.25,950,1151,20,1567,1,7.3569183
100,.33000001,228,228,8,489,0,6.1923623
100,.079999998,1435,1435,15,1719,1,7.4494982
44.299999,.11,258,582,5,1013,1,6.9206715
100,.57999998,261,261,6,734,0,6.5985088
100,.23,114,114,21,175,0,5.1647859
100,.33000001,223,223,13,322,1,5.7745514
100,.2,240,240,7,371,1,5.9162021
100,1.28,114,114,17,134,1,4.89784
100,1.09,67,67,15,168,1,5.1239638
100,.56,102,102,9,130,1,4.8675346
94.599998,.37,5243,5541,27,6685,0,8.807622
100,1.49,416,416,16,1295,0,7.166266
100,.76999998,117,117,9,150,1,5.0106354
74,.18000001,142,192,15,436,0,6.0776424
87.900002,.37,343,390,9,1228,0,7.113142
92.800003,.38,308,332,14,635,0,6.4536252
79.5,.41999999,454,571,14,962,1,6.8690143
100,.40000001,78,78,12,82,1,4.4067192
100,4.1199999,441,441,6,12000,1,9.392662
100,.44,99,99,6,99,1,4.59512
87.199997,.41,170,195,6,202,1,5.3082676
100,2,212,212,7,327,1,5.7899604
89.099998,.5,1099,1233,7,1997,1,7.5994015
100,.079999998,226,226,6,449,1,6.1070228
100,.23,157,157,5,185,1,5.220356
100,1.27,773,773,30,923,1,6.8276291
44.700001,1,519,1162,6,6358,1,8.7574692
100,.33000001,106,106,7,119,1,4.7791233
87.599998,.41,254,290,9,338,1,5.8230457
66.300003,.61000001,1202,1813,9,8208,0,9.0128641
100,.16,488,488,5,503,1,6.2205901
100,.44,127,127,29,214,1,5.3659759
100,.74000001,131,131,5,159,0,5.0689044
38.400002,.029999999,2234,5815,6,9266,0,9.1341066
100,4.6399999,150,150,24,356,1,5.8749309
39.799999,3,882,2218,5,2218,0,7.704361
100,.34,561,561,5,1613,1,7.3858509
85.199997,.55000001,276,324,14,331,0,5.8021183
99.900002,1.67,722,723,29,758,1,6.6306834
96.300003,.31,5502,5712,5,10216,0,9.2317104
97.599998,.41,820,840,16,877,0,6.7765069
99.300003,1.24,150,151,7,163,1,5.09375
100,1.16,373,373,7,607,1,6.4085288
71.699997,.43000001,195,272,13,461,1,6.1333981
100,4.25,144,144,6,148,1,4.9972124
100,.41,90,90,33,197,1,5.2832036
87,.55000001,114,131,22,1229,0,7.113956
84.599998,.5,838,990,8,1582,0,7.3664451
75.5,.37,1516,2008,7,4273,0,8.3600712
62.900002,.2,1368,2176,7,4273,0,8.3600712
100,3.03,625,625,28,2685,0,7.8954358
100,.37,830,830,7,939,0,6.8448153
89,.2,291,327,7,1170,0,7.0647593
83.300003,.31,2319,2784,10,3154,0,8.056427
82.699997,.33000001,234,283,7,1153,0,7.0501227
100,.41,461,461,6,6938,0,8.8447685
100,.41,200,200,6,6938,0,8.8447685
100,.41,756,756,6,6938,0,8.8447685
100,.41,303,303,6,6938,0,8.8447685
87.5,1,1633,1867,20,8686,0,9.0694675
100,2.9400001,303,303,8,539,0,6.2897158
73.900002,.44999999,133,180,7,302,0,5.7104268
64,.83999997,304,475,5,517,0,6.2480431
100,.95999998,387,387,9,482,1,6.1779442
74.599998,.1,4597,6162,7,11649,0,9.3629761
84.300003,.88,70,83,7,180,1,5.1929569
100,1.1900001,241,241,27,503,1,6.2205901
75.099998,.13,368,490,24,987,0,6.89467
100,1.53,420,420,14,2964,0,7.9942951
100,1.85,2103,2103,5,2964,0,7.9942951
100,1.4299999,51,51,16,146,1,4.9836068
100,.40000001,176,176,5,176,1,5.1704841
100,.66000003,231,231,5,488,1,6.1903152
100,1.66,205,205,9,209,0,5.3423343
100,.83999997,214,214,25,258,1,5.5529594
100,.46000001,4474,4474,27,6512,0,8.7814016
95,.37,515,542,14,894,1,6.7957058
100,3.5899999,193,193,5,309,1,5.7333412
99.400002,.57999998,174,175,7,508,0,6.2304816
93.199997,.68000001,204,219,7,295,1,5.6869755
91.599998,.19,327,357,9,500,1,6.2146082
100,.57999998,246,246,6,246,0,5.5053315
100,.60000002,2667,2667,23,17865,1,9.7905989
50.700001,.079999998,336,663,5,705,0,6.558198
91.400002,.56,159,174,6,206,0,5.3278761
100,.090000004,143,143,6,503,1,6.2205901
89.900002,1.02,240,267,33,895,0,6.7968235
71.699997,.34,803,1120,9,1801,0,7.4960976
67.800003,.33000001,99,146,7,203,1,5.3132062
66.599998,.41,1116,1676,9,1850,0,7.5229411
91.900002,.40000001,375,408,10,408,0,6.0112672
99.199997,.36000001,122,123,10,123,0,4.8121843
88,.54000002,191,217,8,232,0,5.4467373
59.200001,.23,12083,20394,39,27000,0,10.203592
89,.44,12305,13822,31,24510,0,10.106836
100,.94999999,432,432,41,613,1,6.418365
75.300003,.13,374,497,10,517,0,6.2480431
81.300003,.43000001,883,1086,39,1481,0,7.3004727
100,.44,162,162,15,212,1,5.3565865
100,2.8399999,482,482,32,716,0,6.5736804
95.400002,.47999999,7124,7469,33,29131,0,10.279558
91.699997,.33000001,17636,19242,33,29131,0,10.279558
97.199997,.49000001,172,177,38,689,0,6.5352411
79.699997,.5,247,310,24,338,0,5.8230457
79,.50999999,452,572,18,906,1,6.8090391
93.300003,.38999999,181,194,23,239,0,5.4764633
94.199997,.54000002,36552,38798,40,60916,0,11.017251
76.300003,.51999998,8723,11430,28,19116,0,9.8582811
100,2.98,957,957,27,3225,1,8.0786886
100,3.1400001,1515,1515,40,4838,0,8.4842567
77.699997,.46000001,3262,4199,36,6874,0,8.8355017
82.300003,.18000001,116,141,5,160,0,5.0751739
76.099998,.25,38977,51189,9,57279,0,10.955689
82.5,.52999997,255,309,7,324,1,5.7807436
100,.33000001,306,306,33,522,0,6.2576675
82.699997,.41,1084,1310,25,2388,0,7.7782116
91.5,1.3200001,929,1015,38,2388,0,7.7782116
84.199997,.43000001,133,158,32,2156,0,7.6760101
